active_ingredient,count
dried liver extract/thiamine hcl/riboflavin/nicotinamide/ferric ammonium citrate/sodium glycerophosphate/potassium glycerophosphate/manganese sulphate/caffeine/ethanol 96%,1
vitamin a/vitamin c/vitamin d/vitamin e/niacin/vitamin b6/folate/vitamin b12/biotin/pantothenic acid/sodium/inosiotol,1
vinpocetine,1
valerian extract/ lemon balm extract/ hop extract/ l-tryptophan/ vitamin c/ niacin,1
menthol/camphor/wintergreen oil/turpentine oil,1
menthol/ camphor/ eucalyptus oil/ cajuput oil/ methyl salicylate/ peppermint oil,1
vitamin e 400 iu,1
hydrolysate/ferrous ammonium citrate/zinc sulphate/l-lysine hydrochloride/niacinamde/d-panthenol/pyridoxine hydrochloride/cyanocobalamin/folic acid,1
dexamethasone sodium phosphate usp,1
amikacin sulphate,1
iron (lll) hydroxide polymaltose eq. to elemental lron/vitamin a bp/vitamin d3 bp/vitamin b1 bp/vitamin b2 bp/nicotinamide bp,1
esomeprazole,1
abacavir/lamivudine,1
nevirapine hemihydrate,1
emtricitabine / tenofovir alafenamide,1
vitamin a/ vitamin d/ vitamin c,1
mifepristone/misoprostol,1
vit d3/vit c/zinc/selenium/l-histidine,1
neomycin sulphate/bacitracin,1
each 400g contains dextrose monohydrate b.p/ vitamin c,1
alpha lipoic acid/ gamma linolenic acid/ pyridoxine hydrochloride/ methylcobalamine/ chromium,1
evening primrose oil/marine collagen/green tea extract/grape seed extract/pine bark extrac/vitamin c,1
cerebroprotein hydrolysate,1
potassium magnesium / d-mannose/ cranberry extract,1
vit c+zinc,1
dinoprost tromethamine,1
"live attenuated ib virus, strain 1/96",1
newcastle disease virus strain phy lmv 42 at least 10₆.₅ e1d₅₀ avian infectious bronchitis virus massachusetts type strain h120 at least 10₃.₃ e1d₅₀,1
avian infectious bursal disease virus strain winterfield 2512,1
cell-associated live recombinant turkey herpesvirus (rhvt/nd-h9) expressing the fusion protein of newcastle disease virus and the hemagglutinin h9-subtype of low pathogenic avian influenza,1
"live attenuated ibd virus, strain syza26",1
"live, vector (recombinant) turkey herpes virus (hvt) with inserted f (fusion) gene of newcastle disease virus (ndv)",1
fowl pox-mycoplasma galliseptican live fowl pox vector,1
"marek's disease vaccine, serotype 1, live virus marek's disease rispens antigen",1
nifedipine usp,1
vitamin c/ vitamin e/ vitamin b1/ vitamin b2/ vitamin b12/ folic acid/ pantothenic acid/ biotin/ niacin,1
serotype 3 marek's disease vectored ibd recombinant virus,1
live effervescent avian infectious bronchitis,1
cyproheptadine with b-complex syrup,1
cyproheptadine with multivitamin tonic,1
cyproheptadine hcl+thiamine+riboflavin+pyridoxine hydrochloride+cyanocobalamine+calcium pantothenate,1
diclofenac+paracetamol+caffeine,1
cyproheptadine hydrochloride (anhydrous) bp/vitamin a (as acetate) bp/vitamin d3 bp/vitamin b1 bp/riboflavin bp/cyanocobalamin bp/calcium lactate bpnicotinamide bp/,1
collagen peptide type 1/vitamin c/hyaluronic acid/alpha lipoic acid/glutathione/vitamin b3/zinc/vitamin e/vitamin b5/vitamin b5/vitamin b6/biotin/selenium/vitamin b12,1
iron polymaltose complex,1
glucosamine/ chondroitin sulphate/ msm/ vit c,1
iron iii polymaltose/ vit c/ zinc sulphate/ folic acid/ vit b12,1
ferric hydroxide,1
ethambutol hydrochloride,1
ketorolac trometamol,1
meleate/ guaifenesin /ammonium chloride/ sodium citrate/ levomenthol/terpin hydrate/tolu balsam/vasaka syrup,1
leutin (10% dispersion)/zeaxanthin (10% dispersion)/ginseng extract/grape seed extract/ginkgo biloba/carrot seed extract/meso zeaxanthin (10% dispersion) vaccinum myrtillus extract/omega 3 fatty acid/vitamin e/vitamin c/zinc/copper gluconate,1
brimonidine tartarate,1
procaine benzyl penicillin/ benzyl penicillin sodium,1
betamethasone dipropionate/gentamicin sulfate/tolnaftate/iodochlorhydroxyquiniline/chlorocresol,1
clindamycin phosphate/clotrimazole,1
lactose monohydrate,1
disomectite,1
vitamin c / thiamin/ riboflavin / niacin / vitamin b6 / folic acid / vitamin b12 / pantothenic acid / iron/ zinc / copper / manganese/ iodine/ lysine / honey/ malt extract / calcium glycerophosphate,1
iron / folic acid bp / zinc sulphate monohydrate bp equivalent to elemental zinc / copper sulphate anhydrous bp equivalent. to elemental copper / pyridoxine hydrochloride bp cyanocobalamin bp,1
vitamin a (as palmitate)/ vitamin d3/ vitamin e acetate/ vitamin b1 / vitamin b2 / vitamin b6 / vitamin b12 / d-panthenol / niacinamide / vitamin c / l-lysine hydrochloride / ferrous gluconate / zinc gluconate/ magnesium gluconate,1
ferrous sulfate/ ascorbic acid/ folic acid/ zinc sulfate,1
atorvastatin tablets (each tablet contains atorvastatin calcium 10mg),1
vitamin a / vitamin d3/vitamin e/vitamin b1/vitamin b2/vitamin b6/vitamin b12/niacinamide/vitamin c/d-panthenol/l-lysine hcl/ferrous gluconate/zinc/magnesium,1
elemental iron+zinc sulphate+folic acid,1
cefuroxime axetil 250mg,1
"snake venom antiserum african, i.h.s",1
calcium/iron/zinc,1
abiraterone,1
budasonide/ formoterol,1
cirpofloxacin,1
mesalamine,1
silver sulfadiazine/ chitosan,1
mesalazine 500mg,1
omega 3 fatty acids/ lutein/ zeaxanthin,1
vitamin c/ ferric pyrophosphate/ glycine / l-methyl folate (folic acid) /vitamin b12,1
amlodipine besylate/atorvastatin calcium,1
doxycycline hyclate/tylosin tartrate,1
calcium/magnesium/zinc/vitamin d3,1
vitamin c 1000mg,1
carbonyl iron/zinc sulphate/folic acid/vit b12/vit c/ copper/selenium/chromium,1
paracetamol+ascorbic acid+pheniramine maleate,1
moxifloxacin hcl,1
vitamin c 1000mg/ zinc 10mg,1
l-carnitine/lepidium meyenii/elettaria cardamomum/garcinia cambogia/alpinia officinarum/foeniculum vulgare/zingiber cassumunar/cinnamomum zeylanicum/syzygium aromaticum/anethum graveolens,1
inactivated rabies virus strain sad vnokovo-32,1
"virus rabiei inactivated min. 2 iu,leptospira icterohaemorrhagiae inact. min. 1 x 107,0, leptospira canicola inact. min. 1 x 107,0, leptospira grippotyphosa inact. min. 1 x 107,0, algeldrati suspensio, nutrimentum ad cultivationem",1
virus febris contagiosae canis and parvovirus enteriotiotis canis inact,1
"paramyxovirus pseudopestis avium (la sota,sl 93)",1
beech wood tar,1
ranibizumab,1
cefpodoxime proxetil,1
mometasone fumarate,1
human hepatitis b immunoglobin,1
human hepatitis b immunoglobulin,1
each dispersible tablet contains artemether/lumefantrine,1
insulin biphasic isophane,1
soluble insulin,1
insulin isophane,1
pegfilgrastim,1
lidocaine hcl/ phenazone,1
recombinant anti rho anti rho-d immunoglobulin,1
anti rho-d immunoglobulin,1
calcium carbonate/vitamin d3/lysine hydrochloride/zinc,1
etoricoxib/ linseed oil bp/ methyl salicylate bp/ menthol bp,1
fish oil/black currant seed oil/pumpkin seed oil/olive oil/vitamin e,1
choline/ dl-methionine/ l-lysine/ l-carnitine/ seaweed/ ginseng/ omega-3/ vitamin a/ vitamin d/ vitamin e/ vitamin c/ vitamin b1/ vitamin b2/ vitamin b3/ folic acid/ vitamin b12/ iron/ zinc/ biotin/ magnesium/pantothenic acid/copper/manganese/selenium,1
"ginseng/guarana/tyrosine/green tea extract/zinc/ vitamin b1,b2,b3,b6,b12",1
glucosamine/ chondroitin/methyl sulphonyl methane/dl-methionine/green mussel/ginger extract/omega-3/ vitamin d/ vitamin b1/ vitamin b2/ vitamin b3/ vitamin b6/ vitamin b12/ calcium/ folic acid/ iron/zinc/copper/manganese/selenium,1
formaldehyde/ alkyldimethyl-benzylammonium chloride/ glutaraldehyde/ glyoxal,1
vitamin b1/vitamin b2/vitamin b6/vitamin b12/nicotinamide/d-panthenol/biotin/vitamin k3/folic acid/methionine/choline chloride,1
tetanus immunoglobulin,1
polymyxin b sulphate,1
amphotericin,1
amphotericin b,1
"purified, inactivated rabies virus",1
methyl prednisolone/sulphur/neomycin sulphate,1
dexpanthenol,1
l-carnitine/ lepidium meyenii/ l-arginine/ ferula elaeochytris,1
testosterone,1
calamine/zinc oxide,1
horseradish extract (cochleria armoracia)/propolis extract,1
zinc oxide/castor oil,1
blackcurrant liquid extract (ribes nigrum)/zinc sulphate,1
olive oil,1
turpentine oil bp,1
castor oil,1
glycerin,1
eucalyptus oil 100%v/v,1
pseudoephedrine hydrochloride b.p/ chlorpheniramine maleate b.p/ dextromethorphan hydrobromide,1
thiamine mononitrate+pyridoxine hcl+cyanocobalamin,1
dextromethorphan/ guaifenesin/chlorpheniramine,1
estradiol valerate/dienogest,1
sorafenib tosylate,1
meglumine amidotrizoate/ sodium amidotrizoate,1
isoflurane,1
paracetamol/phenylpropanolamine hcl/chlorphenamine maleate/caffeine,1
vit a/vit e/vit b1/vit b2/vit b6/vit b12/nicotinamide/vit c/dex panthenol/lysine hydrochloride/ferrous gluconate/magnesium gluconate,1
dextromethorphan hydrobromide/guaphenesin,1
dried aluminium hydroxide gel/magnesium hydroxide/activated dimethicone/oxethazaine,1
paracetamol bp/phenylpropanolamine hydrochloride bp/chlorphenamine maleate bp/caffeine(anhydrous) bp,1
paracetamol/diphenhydramine hcl,1
sodium chloride/ potassium chloride,1
iron/folic acid/vitamin b12/zinc sulphate monohydrate,1
vit a/vit d3/vit e/vit b1/vit b2/vit b3/vit b5/vit b6/vit b9/vit b12/vit c/calcium/phosphorus/copper/iodine/magnesium/manganese/potassium/zinc/ferrous fumarate/ ginseng ext,1
gelatin polysuccinate / sodium chloride,1
gluc. h2o / nah2 phos. dehydrate / zn acet. dehydrate/ medium-chain tg/ soya-bean oil / omega-3 tg / egg phos. for inj. / glyc. / na cit. / alph-toco. / aas / nacl / naoh / na acet 3h2o / k acet/ mg acet 4h2o,1
water,1
50%w/v,1
calcium carbonate/ magnesium carbonate-heavy,1
estradiol valerate,1
gadobutrol,1
estradiol/norethindrone acetate,1
diphenhydramine hydrochloride/naproxen sodium,1
l-lysine hcl/sorbitol/vegetable extracts,1
micronized aluminum,1
benzylpenicillin procaine/benzylpenicillin procaine/dihydrostreptomycin base,1
herbal extracts/multivitamins/multiminerals,1
dried ferrous sulphate bp/ folic acid bp,1
(each 100ml contains paracetamol 1000mg),1
(each 2ml ampoule contains diazepam 10mg),1
(each vial contains cefuroxime sodium 750mg),1
(each 100ml contains metronidazole 500mg),1
(each 100ml contains ciprofloxacin 200mg),1
"alginic acid bp, magnesium hydroxide bp, magnesium trisilicate bp, dried aluminum hydroxide bp, simethicone bp, oxethazaine bp.",1
cyproheptadine usp/ thiamine hcl bp/ riboflavin bp/ pyridoxine hcl/ cyanocobalamin bp,1
piperazine,1
penicillin g procaine/ streptomycin sulphate/ nicotinamide bp/ pantothenic acid usp/ folic acid usp/ vitamin a/ vitamin b2/ vitamin b6/ vitamin b12/ vitamin d3/ vitamin e/ vitamin k,1
thiamine hydrochloride / riboflavine sodium phosphate / nicotinamide / pyridoxine hydrochloride / cyanocobalamin / cyproheptadine hydrochloride / lysine hydrochloride,1
vitamin c/thiamine /riboflavin/niacin/vitamin b6/folate /vitamin b12/biotin/pantothenic acid,1
saw palmetto ext/ cranberry/ ashwagandha/ vit b1/ vit b2/ zinc/ vit d3,1
saw palmetto extract/urtica dioica/zinc,1
erythromycin thiocyanate/ oxytetracycline hydrochloride/ streptomycin sulphate/ colistin sulphate/ vitamin a/ vitamin d3/ vitamin e/ vitamin b1/ vitamin b2/ vitamin b6/ vitamin b12/ vitamin c/ calcium pantothenate/ vitamin k3/ nicotinamide/ inositol,1
vitamin a/ vitamin d3/ vitamin e/ vitamin k3/ vitamin b1/ vitamin b2/ vitamin b6/ vitamin b12/ vitamin c/ biotin/ d-calcium pantothenate/ nicotinic acid/ folic acid/ l-lysine hydrochloride/ dl-methionine,1
aflibercept,1
tenofovir disproxil fumarate,1
linezolid/ dextrose anhydrous,1
sodium chloride bp. glucose anhydrous bp,1
sodium carboxymethyl cellulose,1
cranberry extract/d-mannose/probiotic inulin/lactobacillus/potassium magnesium citrate,1
atenolo,1
snake venom anti serum,1
iron (iii) hydroxide polymaltose complex,1
chlorzoxazone/paracetamol,1
injection,1
vitamin a/vitamin d/vitamin e/omega-3- 900mcg/450iu/10iu/1.8g,1
n-acetyl cysteine-600mg,1
ibuprofen/ paracetamol bp/ caffeine (anhydrous) bp,1
mefenamic acid,1
gentamicin sulphate,1
ciprofloxacin/sodium chloride,1
ampicillin trihydrate/vitamin a/vitamin d3/vitamin e/ vitamin k3/vitamin b1/vitamin b2/vitamin b6/vitamin b12/calcium pantohtenate/nicotinamide/vitamin c,1
fulvestrant,1
dapagliflozin/metformin hydrochloride,1
vitamin a/vitamin d2/vitamin b1/vitamin d2/vitamin b6/nicotinamide/vitamin c,1
vitamin a/vitamin d3/vitamin e/vitamin b1/vitamin b2/vitamin b6/vitamin b12/niacinamide/vitamin c/d-panthanol/l-lysine hcl/ferrous gluconate/zinc gluconate/magnesium gluconate,1
vitamina/cholecalciferol/thiaminehydrochloride/riboflavin/pyridoxinehcl/cyanocobalamin/niacinamide/dpanthenol/llysinemonohcl/potassiumiodide/coppersulphate/zincsulphate/vitamine/ferrousgluconate,1
cyproheptadine hydrochloride bp/thiamine hydrochloride bp (vitamin b1)/riboflavin bp (vitamin b2)/pyridoxine hydrochloride bp (vitamin b6)/calcium pantothenate bp,1
each film coated tablet contains bicalutamide,1
budesonide,1
dapagliflozin +metformin hcl,1
tratuzumab deruxtecan,1
haloperidol decanoate,1
fluphenazine decanoate,1
linseed oil/diclofenac diethylamine/methyl salicylate/menthol,1
vitamin e/ vitamin b6/folic acid/d-biotin/vitamin d3/vitamin b12,1
thiamine hcl/riboflavin/nicotinamide/vitamin d3/vitamin athiamine hcl/riboflavin/nicotinamide/vitamin d3/vitamin a,1
pseudoephedrine hydrochloride/guaiphenesin/bromhexine hydrochloride,1
paracetamol/caffeine anhydrous,1
phenoxymethylpenicillin,1
ampicillin trihydrate/cloxacilin,1
vit b1 hcl/ riboflavin/ vit d3/ vit b6 hcl/ nicotinamide / calcium d-pantothenate / vit b12/ vit a/ l – lysine hcl/ calcium lactate/ cyproheptadine hcl/ manganese sulphate/ zinc sulphate heptahydrate,1
vit c/biotin/500mg,1
vit c/vit d3/vit e/vit b1/vit b2/vit b3/vit b6/folic acid/vit b12/zinc/selenium/chromium/l-arginine/l-carnitine/coq10/inositol/ginseng extract/maca extract/lycopene extract,1
vit c/vit d3/vit e/vit b1/vit b2/vit b3/vit b6/vit b9/vit b12/iron/zinc/selenium/chromium/magnesium/l-arginine/coq10/inositol/chaste berry extract/d-chiro-inositol/grape seed extract/alpha lipoic acid,1
sulfadiazine/trimethoprin,1
penicillin g procaine/ dihydrostreptomycin sulphate,1
amoxicillin trihydrate/colistin sulphate,1
vitamin a/vitamin d3/vitamin e/vitamin b1/vitamin b2/vitamin b3/vitamin b6/vitamin c/cobalt/manganese/zinc/threonine/ glycine,1
dl-methionine,1
sulphadimidine sodium/sulphadiazine sodium/sulphathiazole sodium,1
hydrated sodium calcium aluminosilicate/ mannan oligo saccharide/ buffered organic acids/ activated charcoal feed additive,1
multivitamin+minerals,1
amprolium hydrochloride bp,1
ciprofloxacin 0.3%w/v,1
each tablet contains diclofenac sodium bp/paracetamol 50mg/ 500mg,1
gentamicin sulfate 0.3%w/v,1
chloramphenicol 0.5%w/v,1
vitamin a/vitamin d/vitamin e/omega-3,1
diminazene diaceturate,1
oxytetracycline hydrochloride/gentian violet/citronella oil/ permethrin,1
biotin/zinc/selenium/vitamin c,1
fish oil-omega-3,1
chloramphenicol 5%w/v,1
vit a/vit c/vit d/vit e/vit k/ thiamine/ riboflavin/ vit b6/ niacin/ folic acid/ vit b12/ biotin/ panthothnic acid/calcium/ferrous fumarate/ iodine/ zinc/ selelnium/ copper/ manganese/ chromium,1
iron/zinc/copper/folacin/vit b12/vit b6,1
glucosamine sulphate/chondroitin sulphate/vit d3/vit e/vit c/folacin/vit b12/zinc/copper/manganese/selenium/ginger root extract,1
vit a/vit d3/vit e/vit b1/vit b6/vit b12/d-panthenol/niacinamide/vit c/l-lysine hydrochloride/ferrous gluconate/zinc gluconate/magnesium,1
vit c/vit b3/tocopherol/benfotiamine/inositol/vit b2/vit b6/folic acid/vit a/cyanocobalamin/biotin/vit b5/vit d3/l-lysine/dl-methionine/l-glutamic acid/l-arginine/l-choline bitartrate/l-carnitine l tartrate/l-cysteine,1
vit c/thiamine/riboflavin/niacin/vit b6/folic acid/vit b12/panthothenic acid/calcium glycerophosphate/iron/zinc/copper/manganese/iodine/lysine/honey/malt extract,1
vit a/vit c/vit d3/vit e/vit k/thiamin/riboflavin/niacin/vit b6/folic acid/vit b12/biotin/panthothenic acid/calcium/iron/iodine/magnesium/zinc/omega 3 fa,1
vitamin c / vitamin d3 / vitamin e / vitamin b1 / vitamin b2 / vitamin b3 / vitamin b6 / folic acid / cyanocobalamin / iron / zinc / selenium / chromium / magnesium / l-arginine / coq10 / inositol 25mg/ chaste berry extract 28mg/ d-chiro inositol 25/ grape seed extract / alpha lipoic acid,1
vitamin c / biotin / collagen,1
vitamin c / vitamin d3 / vitamin e / vitamin b1 / vitamin b2 / vitamin b3/ vitamin b6 / folic acid / vitamin b12 / ferrous fumarate / zinc / selenium / chromium / l-arginine / l-carnitine / coq10 / inositol / ginseng extract / maca extract / lycopene extract,1
levofloxacin hemihydrate us eq. to levofloxacin/bromhexine hydrochloride,1
pinus roxburghii / cedrus deodara oil / eucalyptus globulus,1
praziquantel/pyrantel pamoate/fenbendazole,1
minerals +multivitamins,1
lysine/ d-l methionine/ vitamin b12/ vitamin b1/ vitamin b2/ vitamin b6/ vitamin c/ vitamin e/ iron/ copper/ cobalt/ magnesium/ zinc/ selenium/ choline chloride,1
cellulose/ xylanase ds/ beta-glucanase/ amylase/ pectinase/ phytase/ protease/ lipase,1
formic acid/ lactic acid/ propionic acid,1
vitagenerics fit man multivitamin and minerals tablets + omega 3,1
vitagenerics fit woman multivitamin and minerals tablets + omega 3,1
vitagenerics fit pregnancy multivitamin and minerals tablets + omega 3,1
timolol maleate usp,1
ammonium chloride/ sodium citrate/ menthol crystal,1
gentian violet crystal,1
otilonium bromide,1
febantel/praziquantel /pyrantel,1
vit a/cholecalciferol/vit e/vit c/biotin/thiamine/riboflavin/niacinamide/d-panthenol/pyridoxine/folic acid/vit b12/zinc/magnesium/manganese/choline/copper/iodine/molybdenum,1
vitamin b1/vitamin b2/vitamin b3/vitamin b6/vitamin b5/vitamin b12/vitamin b9/vitamin b7,1
glucosamine/chondroitin,1
vit a/vit d/vit e/vit c/thiamine/riboflavin/niacin/vit b6/folic acid/vit b12/pantothenic/calcium/phosphorus/mgnesium/iron/zinc/copper/manganese/iodine,1
cod liver oil containing epa/dha/vitamin a/vitamin d3,1
vitamin a/vitamin c/vitamin e/selenium,1
antazoline hydrochloride/tetrahydrozoline hydrochloride,1
cinnamon powder/ rooibus extract/sutherland frutescens/devils claw,1
vit a/vit b cmplx/vit b1/vit b2/vit b3/vit b5/vit b6/vit b9/vit b12/vit c/vit d/vit e/vit h/vit h/vit k/calcium/chromium/copper/iodine/iron/magnesium/molybdenum/phosphorus/selenium/zinc,1
vit a/vit b cmplx/vit b1/vit b2/vit b3/vit b5/vit b9/vit b12/vit c/vit d/vit e/vit h/vit k/calcium/chromium/copper/iodine/iron/magnesium/manganese/molybdenum/phosphorus/selenium/zinc/inulin/lecithin/potassium/alanine/arginine,1
"recombinant human papilomavirus bivalent (types 16,18)(escherichia coli)",1
etanercept,1
esomeprazole magnessium trihydrate,1
iron/folic acid/vitamin b12/zinc sulfate monohydrate,1
paracetamol/ diclofenac sodium/ caffeine,1
neomycin sulphate/dexamethasone/ polymyxin b sulphate,1
multivitamins & minerals,1
diclofenac/methysalicylate/menthol/capsicum/virgin livseed oil,1
omega-3 oil/epa/dha/vit d3 590mg/250mg/185mg/400iu,1
omega-3 oil/epa/dha/vit d3,1
rabies vaccine killed virus,1
"newcastle disease vaccine, b1 type, lasota strain, live virus",1
vitamin a/ vitamin d3 /vitamin b/ vitamin c,1
bursal disease virus,1
epinastine hcl,1
racecadotril,1
mebeverine hydrochloride,1
zinc 10mg/ oligofructose 600mg/ probiotic blend 400mg,1
oxytetracycline hydrochloride/ vitamin a/ vitamin e/ vitamin b12/ niacinamide/ vitamin d3/vitamin/ pantothenic acid/ riboflavin,1
vit c/ folate/ vit b12/ zinc/ selenium/ l-carnitine fumarate/ acetyl-l-carnitine hcl/ citric acid/ coenzyme q10,1
l-carnitine/acetyl-l-carnitine/l-arginine/n-acetyl cysteine/vit c/vit e/iron/pantothenic acid/zinc/vit b6/copper/beta carotene/folic acid/vit d3/selenium/vit b12,1
"inactivated poliovirus type 1(brunhilde), inactivated poliovirus type 2 (mef-1), inactivated poliovirus type 3 (saukett)",1
chlorphenamine maleate/paracetamol/vitamin c,1
irinotecan hydrochloride,1
anidulafungin,1
pegfilgrastin-apgf,1
amoxicillin trihydrate / potassium clavulanat,1
vitamin a/vitamin b1/vitamin b2/vitamin b6/vitamin b12/vitamin c/vitamin d/nicotinamide 2000iu/1.20mg/1.20mg/0.50mg/3.0mcg/40mg/200iu/10mg),1
"canine distemper-adenovirus type 2- parainfluenza-parvovirus vaccine, modified live virus, leptospira canicola-icterohaemorrhagiae bacterin",1
ceftazidime,1
cyproheptadine hcl/lysine hcl/cyanocobalamin/niacinamide/pyridoxine hcl/riboflavin/thiamine hcl,1
cyproheptadine hydrochloride / vitamin a acetate / vitamin d /thiamine hydrochloride/riboflavin/pyridoxine hydrochloride/cyanocobalamin/ascorbic acid/calcium pantothenate/niacinamide/lysine hydrochloride/calcium lactate,1
amino acid/multivitamin,1
paracetamol+diclofenac,1
noradrenaline (norepinephrine) bitartrate,1
sevoflurane,1
calcium carbonate,1
diclofenac diethylamine/ methyl salicylate/menthol/ linseed oil gel,1
diclofenac/methylsalicylate/menthol/capsicum/virgin livseed oil,1
